countrycode,year,test,idgrade,subject,nonprof_all,se_nonprof_all,nonprof_ma,se_nonprof_ma,nonprof_fe,se_nonprof_fe,fgt1_all,fgt1_fe,fgt1_ma,fgt2_all,fgt2_fe,fgt2_ma
QAT,2011,TIMSS,4,math,44.582081,1.6045024,47.582401,1.9074341,41.258301,2.2509291,.20627286,.19039948,.21871905,.064878523,.055838227,.071964271
QAT,2011,TIMSS,4,science,49.784809,1.5123104,54.097633,1.8559065,45.007027,2.1538014,.27518818,.25050676,.29377532,.11413793,.096731216,.12722021
QAT,2015,TIMSS,4,math,34.801823,1.4321722,36.398609,2.2933154,33.251064,1.9518505,.16276723,.14940487,.17539035,.041870385,.036334466,.047098778
QAT,2015,TIMSS,4,science,36.058773,1.5061892,41.211044,2.5570436,31.054985,1.7033967,.20788647,.18126933,.22858512,.067457475,.053709835,.078143872
QAT,2016,PIRLS,4,read,33.819866,.83910197,40.443211,1.3968329,27.286226,1.259691,.20477681,.172951,.22658534,.066353478,.049135972,.078152955
ROU,2001,PIRLS,4,read,11.602343,1.3205622,13.873172,1.976043,9.3864622,1.101881,.13304184,.12377407,.13942564,.030956307,.027173312,.033567451
ROU,2006,PIRLS,4,read,16.052502,1.7940004,17.833609,2.0490324,14.129967,1.8352907,.16312876,.16302611,.1632075,.042949162,.04385962,.042271059
ROU,2011,PIRLS,4,read,14.070582,1.4666529,16.065443,1.6778316,11.942905,1.6825544,.13992985,.14559928,.13606183,.032139286,.034507938,.0305037
ROU,2011,TIMSS,4,math,21.345335,1.9412128,21.366245,2.0173409,21.32299,2.3699534,.18126655,.19039178,.17277841,.053840831,.059335075,.048724178
ROU,2011,TIMSS,4,science,15.874517,1.7622094,16.066563,1.956284,15.669269,1.9522173,.19095968,.20057613,.18215524,.058500994,.06459292,.052951466
RUS,2001,PIRLS,4,read,3.8007379,1.224384,4.6186447,1.4239014,2.9559195,1.1244055,.10198849,.111148,.096277021,.020126097,.023048334,.018302206
RUS,2003,TIMSS,4,math,4.8810062,.84828252,4.9471674,.99900198,4.8142314,1.0881983,.084568895,.087802999,.081745856,.012592821,.01396611,.011348862
RUS,2003,TIMSS,4,science,6.7574444,1.0997068,6.6488743,1.0604272,6.8670216,1.4024179,.087358482,.085210241,.089717634,.013764096,.012808927,.014792687
RUS,2006,PIRLS,4,read,1.5606999,.46249819,1.838851,.54332709,1.2908459,.43301791,.070949942,.073144138,.069934011,.0087570436,.0088183573,.0088211941
RUS,2007,TIMSS,4,math,4.9533844,.71973342,5.9854746,1.1674566,3.9201081,.74920559,.096099332,.090281844,.10011133,.015411108,.014430314,.01614322
RUS,2007,TIMSS,4,science,4.2529225,.92920017,5.1230073,1.401666,3.3818364,1.0887903,.094726242,.082874127,.10218246,.01594707,.011629496,.018666416
RUS,2011,PIRLS,4,read,.9506464,.24234441,1.3475835,.36347297,.53569674,.23533942,.061332837,.062673263,.062362265,.0069517121,.0068549193,.0071558356
RUS,2011,TIMSS,4,math,3.1479478,.55092424,3.4600258,.69791365,2.8206527,.5675953,.077613473,.078144871,.077135719,.010744677,.010938693,.010599483
RUS,2011,TIMSS,4,science,2.1162927,.42655122,2.4313688,.57686603,1.7858565,.46956,.073336504,.076771528,.07086774,.0093967747,.010044874,.0089090234
RUS,2015,TIMSS,4,math,1.7481565,.37834409,1.7584026,.42929167,1.7375529,.44791618,.078721143,.079724967,.07766512,.011024748,.010607097,.011428085
RUS,2015,TIMSS,4,science,1.464808,.34099081,1.3446033,.33822724,1.5892744,.41926092,.087107219,.083552577,.091359511,.013823689,.012458509,.015409992
RUS,2016,PIRLS,4,read,.89484453,.24682043,1.1900663,.36912292,.58956742,.23356089,.074148163,.083744511,.070368402,.0096071269,.012580989,.0083002029
SAU,2011,PIRLS,4,read,35.01355,1.8668952,48.939651,3.3552554,22.007769,1.5577672,.17513026,.12229098,.20056003,.04831649,.02540911,.059341416
SAU,2011,TIMSS,4,math,44.903851,1.8222815,50.364201,3.0593109,39.804352,2.1388292,.19004071,.15909497,.2162382,.058542099,.042026453,.072526462
SAU,2011,TIMSS,4,science,37.349552,1.9727539,48.396992,3.3861811,27.032196,2.2213891,.20109001,.1537282,.22939628,.065457053,.039882727,.080740526
SAU,2015,TIMSS,4,math,56.732384,1.711715,66.595322,2.4863367,46.424854,2.3685417,.20110503,.16051485,.22817528,.061441209,.040469285,.075423956
SAU,2015,TIMSS,4,science,51.634037,1.7804796,66.093147,2.5206349,36.523151,2.1860445,.25057179,.17915012,.28832582,.096649036,.052027933,.12024236
SAU,2016,PIRLS,4,read,36.669308,1.7067549,49.392273,2.4858947,22.989124,1.9337021,.18260172,.14109145,.2005772,.052506082,.032831322,.061027557
SEN,2014,PASEC,6,read,65.175743,2.8195693,64.42923,3.4705508,65.84362,2.7794743,.1802523,.18254216,.17764242,.047573496,.048777699,.046199925
SGP,2001,PIRLS,4,read,9.7910404,1.4060644,12.447715,1.7824819,6.9667759,1.167261,.15834618,.15546058,.15989722,.039647751,.038817946,.04008789
SGP,2003,TIMSS,4,math,2.5414348,.62798446,3.1430721,.81248069,1.9142687,.54630697,.092551276,.087614089,.095914714,.014209511,.013229568,.014885765
SGP,2003,TIMSS,4,science,4.5995593,.85635495,5.6197348,1.1004165,3.5360754,.69601631,.12448491,.11565422,.12989536,.026670158,.02338626,.028717393
SGP,2006,PIRLS,4,read,3.3450961,.39725387,4.5206966,.60925758,2.0800114,.33439094,.092456475,.093350977,.092230007,.014083644,.014464915,.0139604
SGP,2007,TIMSS,4,math,1.8288195,.3331781,2.4896562,.49405536,1.1301458,.25194407,.085179798,.076285705,.089377321,.012364478,.0094427848,.013725167
SGP,2007,TIMSS,4,science,3.8215101,.46889353,4.6800671,.59208876,2.9137909,.46959451,.11042857,.093465097,.12037409,.021594515,.015472711,.025174132
SGP,2011,PIRLS,4,read,3.208828,.39473051,4.2601109,.52129698,2.102387,.39901486,.095616825,.083543107,.10140774,.015194609,.011246265,.017067447
SGP,2011,TIMSS,4,math,1.1112809,.21325895,1.3103545,.3155289,.90337992,.21011934,.073576525,.067088112,.077655755,.0093056755,.0074324324,.010547049
SGP,2011,TIMSS,4,science,3.1592488,.38731092,3.4333289,.46213442,2.8730154,.46997386,.10951451,.11054759,.10859168,.020371305,.021726765,.019240437
SGP,2015,TIMSS,4,math,1.3664126,.23358434,1.5448689,.36490685,1.1760533,.26200435,.076109752,.074394725,.077995315,.010011474,.009089225,.010842429
SGP,2015,TIMSS,4,science,2.5259674,.43913558,2.6868939,.52911526,2.354306,.45784283,.097783633,.097472526,.097957253,.015929675,.015427274,.016285382
SGP,2016,PIRLS,4,read,2.7472675,.47231406,3.6153674,.71592605,1.8563092,.35074294,.10140629,.086987965,.10875721,.017710447,.013590129,.019816002
SLV,2006,LLECE,6,read,66.46936,1.8411083,65.940483,2.0417175,66.904106,1.876178,.14682996,.1460586,.14777328,.03179916,.031542711,.032122709
SLV,2007,TIMSS,4,math,77.51487,1.6055249,75.316597,1.9555473,79.810448,1.9931117,.26373905,.266058,.26138374,.098128691,.098852426,.09739159
SLV,2007,TIMSS,4,science,53.002922,1.4656738,49.617481,1.9021392,56.538212,1.9902887,.20132111,.20229606,.20025982,.062879473,.062983118,.062760428
SRB,2011,TIMSS,4,math,9.7276983,.97597557,9.5745983,1.2229147,9.893549,1.2702538,.12685041,.12381802,.12972847,.027058432,.026695624,.027390413
SRB,2011,TIMSS,4,science,8.9212532,1.0406356,9.2887821,1.1109601,8.5231304,1.3505558,.12709731,.12543567,.12833406,.027572621,.027297672,.027728392
SRB,2015,TIMSS,4,math,9.4029846,1.2767698,10.997915,2.1369147,7.7062187,1.1049588,.13149706,.11511709,.14229037,.030651929,.024720818,.03455342
SRB,2015,TIMSS,4,science,7.3700666,1.2607466,8.9653492,2.0981426,5.6729317,.92072535,.13806246,.11547469,.15167344,.033754826,.024506886,.039363112
SVK,2001,PIRLS,4,read,6.0690107,.76832783,7.358593,1.083153,4.7653913,.74022377,.10671538,.10504437,.10795403,.019325089,.019536989,.019209079
SVK,2006,PIRLS,4,read,5.6388798,.85611099,6.2992692,1.0435562,4.9475374,.96847278,.110191,.11316483,.10794923,.021188375,.021731842,.020757668
SVK,2007,TIMSS,4,math,11.899781,1.4827688,11.641407,1.6070108,12.17044,1.5877396,.14612094,.15352999,.13879868,.042527292,.04888859,.036234356
SVK,2007,TIMSS,4,science,7.5263557,1.323114,7.4848232,1.4364169,7.5698671,1.4208633,.16273642,.18182603,.14462453,.05280618,.067971051,.038332175
SVK,2011,PIRLS,4,read,4.2471886,.80139089,4.6637535,.85829413,3.8164854,.94367993,.092747979,.096834354,.090022467,.01409802,.014677634,.013788174
SVK,2011,TIMSS,4,math,9.6158743,1.1942142,9.1616631,1.162851,10.082155,1.4867522,.12656213,.13346496,.11925846,.028637322,.031032952,.026094848
SVK,2011,TIMSS,4,science,5.9357939,.99821103,5.3368988,.86419249,6.5506039,1.257697,.13486673,.14225458,.12619111,.03119703,.033992659,.02791444
SVK,2015,TIMSS,4,math,11.677593,.99534494,10.702795,.98616451,12.713348,1.2283305,.12030304,.12347327,.11677756,.024569144,.025239119,.023825403
SVK,2015,TIMSS,4,science,9.0423765,.80710912,8.5592031,.73890769,9.555769,1.1840111,.13903177,.1418044,.13641687,.03225318,.033404388,.031124366
SVK,2016,PIRLS,4,read,6.5542221,1.0742921,7.2182894,1.1380714,5.8626356,1.2799991,.15421008,.15656264,.15284942,.040054835,.040983919,.039537691
SVN,2001,PIRLS,3,read,8.8555279,.61530179,11.411506,.90478742,6.3082337,.90318674,.09836036,.09568049,.099801525,.016268315,.01570664,.016580168
SVN,2003,TIMSS,4,math,16.460079,.97598433,16.776091,1.454222,16.132498,1.4265405,.11268902,.11083105,.11445268,.020714654,.020423997,.021011634
SVN,2003,TIMSS,4,science,12.870592,.86833853,13.137472,1.2810327,12.593931,1.0871928,.1083255,.11168091,.10527501,.020036362,.02080844,.019350512
SVN,2006,PIRLS,4,read,5.5670381,.53235024,7.3024869,.78440607,3.6989808,.57431269,.086871393,.083135918,.088692434,.012289211,.010876884,.012970948
SVN,2007,TIMSS,4,math,8.428133,.57421583,8.7422256,.81552982,8.1062679,.78952861,.098231055,.094683602,.10149907,.016540745,.015946975,.017103773
SVN,2007,TIMSS,4,science,7.0285201,.56847084,7.3080835,.77871102,6.7420301,.90849417,.10332447,.10308443,.10382371,.018260729,.019136339,.017481018
SVN,2011,PIRLS,4,read,4.5255718,.62078571,5.8041992,.98360926,3.1190336,.52371973,.081498072,.088470846,.078164317,.011973298,.013687312,.011136371
SVN,2011,TIMSS,4,math,5.6838989,.55291599,5.2328944,.83819991,6.1787963,.65330642,.086721696,.088529542,.084935978,.014604934,.016085315,.013043836
SVN,2011,TIMSS,4,science,6.5564275,.6022687,6.5575719,.96564925,6.5551758,.67585069,.10202616,.11106837,.094100811,.020103721,.024140406,.016537104
SVN,2015,TIMSS,4,math,4.7971368,.58459079,5.6917372,.80746311,3.8572252,.63652343,.087596111,.087084554,.08807563,.013786587,.013459065,.014095621
SVN,2015,TIMSS,4,science,3.0774117,.52829391,3.7233591,.68453139,2.3987472,.49673873,.088118918,.095305756,.083855025,.013941331,.015186483,.013217359
SVN,2016,PIRLS,4,read,3.6808968,.53306419,4.7779441,.77452189,2.5654495,.60392869,.079643801,.087908991,.075370736,.010650905,.011799109,.010083957
SWE,2001,PIRLS,3,read,7.487792,.77906501,9.5337982,1.0204641,5.4729342,.97882289,.1099883,.10224871,.11450332,.020302391,.018133685,.02155963
SWE,2001,PIRLS,4,read,1.5469253,.27038312,2.2101462,.43191448,.8495152,.33271316,.074414276,.076772809,.073599167,.0096080946,.0099144904,.0094719315
SWE,2006,PIRLS,4,read,1.8131733,.36606768,2.3116469,.52721274,1.2689471,.3910636,.079346709,.067669481,.084908858,.011063396,.0076357923,.012699343
SWE,2007,TIMSS,4,math,6.8438711,.72878468,6.7495108,.97455692,6.9378433,.74645782,.082404345,.079060912,.085902974,.011827685,.011127007,.012566204
SWE,2007,TIMSS,4,science,5.0173879,.62992537,5.9747639,.8924166,4.0639043,.66370469,.088422097,.085731797,.090482734,.013542704,.013831412,.013449135
SWE,2011,PIRLS,4,read,2.4079859,.30732781,2.823627,.60378397,1.9723296,.43781507,.071888722,.074311532,.069973923,.0090106614,.0099376012,.0083663715
SWE,2011,TIMSS,4,math,6.8255186,.66225201,6.2955084,.71912974,7.3842468,1.0678657,.08198332,.080537878,.083655804,.01184065,.011476964,.012273619
SWE,2011,TIMSS,4,science,4.7457991,.50576478,4.7118545,.47183457,4.7815857,.79580218,.094094858,.094896577,.093295917,.015663162,.015625104,.015668612
SWE,2015,TIMSS,4,math,5.319047,.83516973,5.5016994,1.0051476,5.1332116,.87829334,.082515985,.084114417,.081130929,.011998458,.011878471,.012123678
SWE,2015,TIMSS,4,science,3.9856672,.73150969,4.4366417,.85863799,3.5268188,.78823185,.099147394,.10381002,.095479295,.018494718,.020156413,.017188527
SWE,2016,PIRLS,4,read,1.9255519,.34363535,2.5527179,.51370615,1.2651026,.36623338,.080991007,.074772507,.08439564,.011346782,.010365833,.011903215
SWZ,2000,SACMEQ,6,read,44.581944,2.2468326,46.661007,2.1532092,42.634846,2.703527,.071250081,.064520396,.077815846,.0083918301,.0071377978,.0096153179
SWZ,2007,SACMEQ,6,read,27.789646,1.6776018,30.348831,1.8674694,25.235849,1.7903308,.068759963,.060568854,.07558544,.0084733078,.0068701571,.0098091802
SYC,2000,SACMEQ,6,read,31.918848,1.8306377,43.145592,2.5295138,20.716965,1.7707465,.13592367,.11868297,.1442204,.027802246,.022093548,.030549441
SYC,2007,SACMEQ,6,read,32.227211,1.8182156,44.13839,2.490015,19.809389,2.079459,.15886001,.13321735,.16989894,.034921259,.026354905,.038608994
TCD,2014,PASEC,6,read,97.023239,1.0696503,96.729866,1.1032287,97.576775,1.3827171,.28323478,.30096653,.27376249,.096670702,.10722709,.091030814
TGO,2014,PASEC,6,read,84.205185,1.3431034,85.461624,1.3619097,82.736534,1.8541555,.21273203,.21160027,.21367289,.058744051,.058721181,.058765125
THA,2011,TIMSS,4,math,22.664696,2.1281633,26.596827,2.6159921,18.647755,2.2966459,.12977849,.1153933,.13969645,.027537014,.022102324,.031254396
THA,2011,TIMSS,4,science,21.918606,2.2077727,24.980206,2.7574646,18.790966,2.1822958,.15748362,.1464365,.16558667,.040573347,.035610478,.044198472
TTO,2006,PIRLS,4,read,35.615604,2.049592,41.375118,2.4944012,29.706251,2.2129352,.19165234,.16829556,.20801492,.057395805,.045559529,.065691441
TTO,2011,PIRLS,4,read,22.001648,1.53605,27.55006,1.7828412,16.21542,1.8782613,.13055782,.11708682,.13818097,.027261021,.022525223,.029924329
TTO,2016,PIRLS,4,read,19.664347,1.2081865,24.237139,1.8311368,15.414506,1.4421468,.15402617,.13799703,.16493112,.039564651,.032048739,.044680838
TUN,2003,TIMSS,4,math,72.038239,1.7093325,72.884499,1.804808,71.131607,1.9640465,.26919985,.2638002,.27413166,.10395308,.10069614,.10692441
TUN,2003,TIMSS,4,science,73.376175,1.6566995,73.886284,1.6395941,72.829681,2.0459373,.35401699,.35100719,.35679364,.18189932,.17910202,.18448207
TUN,2007,TIMSS,4,math,71.941406,1.6240053,74.343254,1.6507013,69.246353,1.8670211,.31013638,.2921052,.32510191,.13906597,.12592092,.14997189
TUN,2007,TIMSS,4,science,68.051147,1.6753207,71.467773,1.6589708,64.21743,2.0605681,.3879303,.3564083,.41317621,.21980858,.19182877,.2422162
TUN,2011,TIMSS,4,math,64.865402,1.7977821,66.140984,2.0697432,63.450321,2.1087053,.23717584,.22741283,.24562022,.083912812,.078684136,.088431597
TUN,2011,TIMSS,4,science,65.12294,1.864795,69.198982,1.9464414,60.601131,2.2392099,.30098149,.27873215,.31856415,.13522084,.1194388,.14769222
TUR,2001,PIRLS,4,read,27.686899,1.3932437,31.711977,1.6420183,23.349072,1.6155143,.1431216,.13109486,.15134861,.033708241,.029080089,.036876526
TUR,2011,TIMSS,4,math,22.71096,1.4758977,23.546577,1.5817109,21.811914,1.7592218,.17746338,.1738378,.18061459,.056181591,.054549702,.057601191
TUR,2011,TIMSS,4,science,24.111366,1.4881957,25.099897,1.6560892,23.047806,1.7765423,.17968942,.17369644,.18481691,.056743469,.054228585,.058904953
TUR,2015,TIMSS,4,math,18.620211,1.1351776,19.177055,1.2473887,18.050539,1.317305,.16118416,.15264763,.16904795,.043834761,.040011227,.047355488
TUR,2015,TIMSS,4,science,17.563826,1.2610571,18.368923,1.6016983,16.740173,1.1888881,.16131814,.14807463,.17313312,.043931279,.038004454,.049206179
TZA,2000,SACMEQ,6,read,36.531818,2.3067486,33.922176,2.4984505,38.920277,2.6516821,.11541989,.11640023,.11419096,.021879405,.021933489,.021811606
TZA,2007,SACMEQ,6,read,22.081942,1.519101,18.635691,1.6510308,25.410276,1.7593654,.10953853,.10785925,.11190938,.020070054,.01942181,.020985264
UGA,2000,SACMEQ,6,read,68.818695,2.7847507,70.533096,2.6840365,66.681381,3.7405572,.15090293,.15428266,.14833997,.030479131,.031670988,.029575314
UGA,2007,SACMEQ,6,read,69.471252,1.8054198,67.414604,1.944877,71.470085,1.9197786,.14260578,.14139999,.14392106,.027843274,.027761703,.027932251
UKR,2007,TIMSS,4,math,20.71203,1.1966209,21.345514,1.6098185,20.032537,1.5500822,.13407132,.12494266,.14208204,.030461328,.026763001,.033708327
UKR,2007,TIMSS,4,science,18.296982,1.2976991,20.114595,1.5659266,16.347361,1.5201877,.13238214,.12777312,.13587821,.030079495,.028830336,.031033093
URY,2006,LLECE,6,read,40.873878,1.5453358,45.140965,1.914799,36.714371,1.7334177,.12576683,.11845829,.13087884,.025779944,.02353753,.027135042
URY,2013,LLECE,6,read,41.42992,3.3573308,46.094734,3.741401,37.012177,4.0987716,.12428859,.12008607,.12764986,.023105333,.021280164,.024565142
USA,2001,PIRLS,4,read,6.0137033,.71261132,8.3021402,1.2062554,3.7863612,.70188975,.11854669,.12211793,.11709059,.023379249,.025011595,.022754585
USA,2003,TIMSS,4,math,6.8601012,.48761564,6.8768263,.58089137,6.8432212,.5741331,.083439209,.084411316,.08250086,.011858393,.012208469,.011515634
USA,2003,TIMSS,4,science,5.8293819,.51551276,6.0597181,.67035532,5.5967569,.51057482,.096565351,.094038077,.098883346,.016211493,.015411364,.016936518
USA,2006,PIRLS,4,read,4.0375891,.59420907,5.2212534,.77244908,2.8815627,.58310485,.085726373,.081223667,.088197768,.012861604,.011505703,.013603786
USA,2007,TIMSS,4,math,4.8383594,.45081627,4.8516154,.6599474,4.8255978,.5561074,.082862996,.082559295,.083129734,.011971358,.012028149,.011895972
USA,2007,TIMSS,4,science,5.9635105,.58469462,5.9615192,.58476532,5.9654236,.75839466,.10140923,.095608696,.10752792,.017998151,.015894137,.020208217
USA,2011,PIRLS,4,read,2.4826407,.2566421,3.1000614,.37281439,1.8832505,.25480449,.068587616,.064456195,.071232162,.0084380442,.0073404969,.0091374842
USA,2011,TIMSS,4,math,3.880775,.34534007,3.7232935,.40006772,4.0339947,.47215903,.0833297,.079113156,.087869421,.012113473,.01073193,.013603414
USA,2011,TIMSS,4,science,4.4143257,.41684797,4.3479204,.45966002,4.4789314,.52310562,.09426254,.093834661,.094783612,.015507168,.014997054,.016068483
USA,2015,TIMSS,4,math,5.2475333,.47742707,5.2726803,.5454368,5.2230954,.53895152,.089162298,.086331636,.092005603,.014094201,.013204592,.014984705
USA,2015,TIMSS,4,science,4.6434879,.46396503,4.711926,.54822576,4.5769811,.52436364,.095221654,.089391142,.10117897,.015596909,.014048368,.017167024
USA,2016,PIRLS,4,read,3.9059222,.49997839,4.5872688,.64423883,3.2123566,.58164537,.090280928,.079911865,.097679414,.014357986,.011499817,.016389342
YEM,2003,TIMSS,4,math,85.263924,1.8807232,84.101448,2.4853797,87.032249,2.1040213,.38523185,.38916019,.38256648,.1973891,.20116442,.19482356
YEM,2003,TIMSS,4,science,80.34536,2.0805411,80.312088,2.5576053,80.395973,2.5660424,.51261789,.49508151,.5241729,.34952936,.32984757,.3624891
YEM,2007,TIMSS,4,math,93.671143,.80121595,94.13443,.93271583,93.079765,1.0484591,.47838587,.44900179,.50115162,.28689271,.25790641,.30934873
YEM,2007,TIMSS,4,science,92.199623,1.0533235,93.091461,1.2526989,91.061211,1.245864,.56148237,.53761119,.57976788,.39027104,.36419973,.41024166
YEM,2011,TIMSS,4,math,90.734612,1.0438788,91.072075,1.2305245,90.237213,1.4303855,.43331409,.41524959,.44546437,.24036585,.22433898,.25114176
YEM,2011,TIMSS,4,science,93.501053,.93797034,94.173454,1.1151803,92.509972,1.1665729,.51955396,.48204485,.54455525,.33313981,.29365671,.35945627
YEM,2011,TIMSS,6,math,68.510002,2.1150005,69.323021,2.5376635,67.396538,2.5769465,.25379544,.23965898,.26382226,.095296733,.088326119,.10024136
YEM,2011,TIMSS,6,science,65.403458,2.1752787,67.63443,2.732419,62.348053,2.8266585,.30168793,.28287575,.31434703,.13439202,.12299275,.14205585
ZAF,2000,SACMEQ,6,read,66.099205,3.1780951,71.352867,2.8919821,61.351257,3.587718,.17773651,.17615871,.17923765,.042959038,.041982483,.043888144
ZAF,2006,PIRLS,5,read,77.796249,1.5598943,80.99263,1.5722252,74.821968,1.793015,.38931644,.36093792,.41749173,.19777943,.17304203,.22233732
ZAF,2007,SACMEQ,6,read,63.024189,1.7224829,67.607071,1.7906911,58.582058,1.8191371,.17636926,.1713645,.18084334,.041982908,.040538833,.043273855
ZAF,2011,PIRLS,5,read,43.303757,2.8226709,48.305756,3.4934118,38.056286,2.8443153,.2205582,.20449319,.2326057,.071787134,.063182354,.0782414
ZAF,2015,TIMSS,5,math,61.353401,1.393459,64.100838,1.6735952,58.367905,1.5606135,.22393514,.20801383,.23727962,.07235083,.063673802,.079623602
ZAF,2016,PIRLS,4,read,77.949295,1.5059417,83.785751,1.4696281,71.626122,1.7211434,.30307633,.24991357,.3450281,.13040265,.093185134,.15977138
ZAF,2016,PIRLS,5,read,48.924404,2.5146596,54.991867,2.6292465,42.983532,2.7196932,.19749001,.17128736,.21841145,.059362162,.046054907,.069985934
ZMB,2000,SACMEQ,6,read,82.757141,1.6806231,83.873177,1.931307,81.572563,1.9174185,.19624083,.20024997,.19256729,.048568822,.049078587,.048101734
ZMB,2007,SACMEQ,6,read,87.565964,1.4153329,86.795685,1.4983078,88.376846,1.72483,.18911655,.19331199,.18505862,.044074237,.045670912,.042529892
ZWE,2007,SACMEQ,6,read,57.897732,2.3851306,60.068321,2.6243873,56.220715,2.6018646,.14654744,.1386627,.1560991,.030454958,.027578944,.033938993
