countrycode,year,test,idgrade,subject,nonprof_all,se_nonprof_all,nonprof_ma,se_nonprof_ma,nonprof_fe,se_nonprof_fe
NOR,2015,TIMSS,4,science,9.6425238,0.93069065,10.520065,1.1485184,8.7368374,1.4169713
NOR,2015,TIMSS,5,math,2.1107376,0.44955808,2.522999,0.62749648,1.6873479,0.4006505
NOR,2015,TIMSS,5,science,2.3057401,0.57990938,2.6202738,0.78500277,1.9827247,0.64353716
NOR,2016,PIRLS,4,read,5.7878437,0.50243133,7.8897476,0.75648957,3.6367297,0.64109278
NOR,2016,PIRLS,5,read,1.3905168,0.29009971,1.9960165,0.42224178,0.79067349,0.34947047
NZL,2001,PIRLS,4,read,10.016024,1.0238962,12.887627,1.5279438,7.0155501,1.0849674
NZL,2003,TIMSS,4,math,14.497185,0.97526151,15.211844,1.1283696,13.78848,1.2552935
NZL,2003,TIMSS,4,science,9.0736389,0.77110642,10.027885,1.0549769,8.1273441,0.9238798
NZL,2006,PIRLS,5,read,7.9271135,0.57785755,10.753769,0.92009616,5.0071359,0.51471531
NZL,2007,TIMSS,4,math,14.679414,1.010299,16.134512,1.34772,13.197655,1.0664612
NZL,2007,TIMSS,4,science,13.361799,0.98004192,15.525145,1.286711,11.1588,0.8925612
NZL,2011,PIRLS,5,read,8.3061399,0.51592958,10.107899,0.8597483,6.4428511,0.56753063
NZL,2011,TIMSS,5,math,15.27608,0.84510761,15.916973,1.206282,14.610958,1.150872
NZL,2011,TIMSS,5,science,13.750326,0.89803451,14.515752,1.2407675,12.95597,1.0835748
NZL,2015,TIMSS,5,math,16.022951,0.94242442,17.03112,0.92498177,14.985055,1.3122182
NZL,2015,TIMSS,5,science,11.86834,0.86834532,13.243616,0.900307,10.45252,1.2450433
NZL,2016,PIRLS,5,read,10.02655,0.63988322,12.447667,1.0275905,7.6273203,0.86362678
OMN,2011,PIRLS,4,read,52.578403,1.2134286,60.941345,1.3275611,43.927486,1.4346215
OMN,2011,TIMSS,4,math,53.924606,1.2109827,58.783661,1.5527251,48.905373,1.4444113
OMN,2011,TIMSS,4,science,54.723309,1.4631759,59.780846,1.389746,49.499046,1.9515386
OMN,2015,TIMSS,4,math,39.516113,1.1192942,44.208652,1.2490994,34.735317,1.3171723
OMN,2015,TIMSS,4,science,38.788361,1.0290585,44.507496,1.2636025,32.961662,1.2164037
OMN,2016,PIRLS,4,read,40.937382,1.2956077,49.983376,1.5235916,31.887466,1.2965378
PAN,2006,LLECE,6,read,69.679802,0.64990163,72.990891,0.90840894,66.111504,0.95490927
PAN,2013,LLECE,6,read,64.085754,0.94413918,67.576653,1.3390342,61.065834,1.371485
PER,2006,LLECE,6,read,67.964722,0.69535255,66.845177,1.0034561,69.119858,0.96797514
PER,2013,LLECE,6,read,53.695007,0.85602987,55.109657,1.1759399,52.112099,1.2484941
PHL,2003,TIMSS,4,math,65.963188,2.5725596,68.653992,2.3611615,63.410599,3.0079956
PHL,2003,TIMSS,4,science,66.276909,2.4740973,68.583115,2.3900459,64.089157,2.9367063
POL,2006,PIRLS,4,read,6.9638491,0.67758399,8.6466608,0.92817128,5.3712845,0.81401885
POL,2011,PIRLS,4,read,5.4160891,0.49920908,6.709403,0.75117868,4.0303946,0.60612381
POL,2011,TIMSS,4,math,13.49892,0.87912315,13.208735,1.0949026,13.810497,1.1228372
POL,2011,TIMSS,4,science,9.4913301,0.80582696,9.8556633,1.0672308,9.1001453,1.0393924
POL,2015,TIMSS,4,math,3.80041,0.39587602,4.5436563,0.71909887,3.0627608,0.54212773
POL,2015,TIMSS,4,science,2.5559425,0.37829223,3.3854604,0.6327579,1.7326653,0.41071609
POL,2016,PIRLS,4,read,1.9925416,0.34025422,2.390939,0.513807,1.5880048,0.47519729
PRT,2011,PIRLS,4,read,2.4062991,0.4585357,3.4347951,0.76276308,1.3215244,0.36648372
PRT,2011,TIMSS,4,math,3.2492161,0.59541935,3.3889592,0.77696747,3.1039417,0.63711566
PRT,2011,TIMSS,4,science,5.491024,0.98745412,5.9087696,1.0687243,5.0567331,1.3516192
PRT,2015,TIMSS,4,math,2.8351128,0.38569832,2.6349425,0.52892715,3.0433416,0.52387059
PRT,2015,TIMSS,4,science,3.9954782,0.6137622,3.8257062,0.68198067,4.172081,0.69827551
PRT,2016,PIRLS,4,read,2.9927075,0.37871283,3.2360017,0.51391268,2.7435064,0.54905683
PRY,2006,LLECE,6,read,74.168457,0.66703367,75.755051,0.96827614,72.656425,0.95638943
PRY,2013,LLECE,6,read,71.276367,0.94326597,73.640213,1.2913738,68.853256,1.3764021
QAT,2006,PIRLS,4,read,67.208633,0.65414584,73.917305,0.78559887,60.38018,1.161512
QAT,2007,TIMSS,4,math,87.138191,0.42752069,88.673836,0.66191095,85.677856,0.51108581
QAT,2007,TIMSS,4,science,77.161446,0.70705396,80.097275,0.95902485,74.369598,0.78639889
QAT,2011,PIRLS,4,read,40.330402,1.4611497,46.001999,1.783547,34.057201,2.0920837
QAT,2011,TIMSS,4,math,44.582081,1.6045024,47.582401,1.9074341,41.258301,2.2509291
QAT,2011,TIMSS,4,science,49.784809,1.5123104,54.097633,1.8559065,45.007027,2.1538014
QAT,2015,TIMSS,4,math,34.801823,1.4321722,36.398609,2.2933154,33.251064,1.9518505
QAT,2015,TIMSS,4,science,36.058773,1.5061892,41.211044,2.5570436,31.054985,1.7033967
QAT,2016,PIRLS,4,read,33.819866,0.83910197,40.443211,1.3968329,27.286226,1.259691
ROU,2001,PIRLS,4,read,11.602343,1.3205622,13.873172,1.976043,9.3864622,1.101881
ROU,2006,PIRLS,4,read,16.052502,1.7940004,17.833609,2.0490324,14.129967,1.8352907
ROU,2011,PIRLS,4,read,14.070582,1.4666529,16.065443,1.6778316,11.942905,1.6825544
ROU,2011,TIMSS,4,math,21.345335,1.9412128,21.366245,2.0173409,21.32299,2.3699534
ROU,2011,TIMSS,4,science,15.874517,1.7622094,16.066563,1.956284,15.669269,1.9522173
RUS,2001,PIRLS,4,read,3.8007379,1.224384,4.6186447,1.4239014,2.9559195,1.1244055
RUS,2003,TIMSS,4,math,4.8810062,0.84828252,4.9471674,0.99900198,4.8142314,1.0881983
RUS,2003,TIMSS,4,science,6.7574444,1.0997068,6.6488743,1.0604272,6.8670216,1.4024179
RUS,2006,PIRLS,4,read,1.5606999,0.46249819,1.838851,0.54332709,1.2908459,0.43301791
RUS,2007,TIMSS,4,math,4.9533844,0.71973342,5.9854746,1.1674566,3.9201081,0.74920559
RUS,2007,TIMSS,4,science,4.2529225,0.92920017,5.1230073,1.401666,3.3818364,1.0887903
RUS,2011,PIRLS,4,read,0.9506464,0.24234441,1.3475835,0.36347297,0.53569674,0.23533942
RUS,2011,TIMSS,4,math,3.1479478,0.55092424,3.4600258,0.69791365,2.8206527,0.5675953
RUS,2011,TIMSS,4,science,2.1162927,0.42655122,2.4313688,0.57686603,1.7858565,0.46956
RUS,2015,TIMSS,4,math,1.7481565,0.37834409,1.7584026,0.42929167,1.7375529,0.44791618
RUS,2015,TIMSS,4,science,1.464808,0.34099081,1.3446033,0.33822724,1.5892744,0.41926092
RUS,2016,PIRLS,4,read,0.89484453,0.24682043,1.1900663,0.36912292,0.58956742,0.23356089
SAU,2011,PIRLS,4,read,35.01355,1.8668952,48.939651,3.3552554,22.007769,1.5577672
SAU,2011,TIMSS,4,math,44.903851,1.8222815,50.364201,3.0593109,39.804352,2.1388292
SAU,2011,TIMSS,4,science,37.349552,1.9727539,48.396992,3.3861811,27.032196,2.2213891
SAU,2015,TIMSS,4,math,56.732384,1.711715,66.595322,2.4863367,46.424854,2.3685417
SAU,2015,TIMSS,4,science,51.634037,1.7804796,66.093147,2.5206349,36.523151,2.1860445
SAU,2016,PIRLS,4,read,36.669308,1.7067549,49.392273,2.4858947,22.989124,1.9337021
SEN,2014,PASEC,6,read,65.175743,2.8195693,64.42923,3.4705508,65.84362,2.7794743
SGP,2001,PIRLS,4,read,9.7910404,1.4060644,12.447715,1.7824819,6.9667759,1.167261
SGP,2003,TIMSS,4,math,2.5414348,0.62798446,3.1430721,0.81248069,1.9142687,0.54630697
SGP,2003,TIMSS,4,science,4.5995593,0.85635495,5.6197348,1.1004165,3.5360754,0.69601631
SGP,2006,PIRLS,4,read,3.3450961,0.39725387,4.5206966,0.60925758,2.0800114,0.33439094
SGP,2007,TIMSS,4,math,1.8288195,0.3331781,2.4896562,0.49405536,1.1301458,0.25194407
SGP,2007,TIMSS,4,science,3.8215101,0.46889353,4.6800671,0.59208876,2.9137909,0.46959451
SGP,2011,PIRLS,4,read,3.208828,0.39473051,4.2601109,0.52129698,2.102387,0.39901486
SGP,2011,TIMSS,4,math,1.1112809,0.21325895,1.3103545,0.3155289,0.90337992,0.21011934
SGP,2011,TIMSS,4,science,3.1592488,0.38731092,3.4333289,0.46213442,2.8730154,0.46997386
SGP,2015,TIMSS,4,math,1.3664126,0.23358434,1.5448689,0.36490685,1.1760533,0.26200435
SGP,2015,TIMSS,4,science,2.5259674,0.43913558,2.6868939,0.52911526,2.354306,0.45784283
SGP,2016,PIRLS,4,read,2.7472675,0.47231406,3.6153674,0.71592605,1.8563092,0.35074294
SLV,2006,LLECE,6,read,66.46936,0.59783125,65.940483,0.86236644,66.904106,0.83067006
SLV,2007,TIMSS,4,math,77.51487,1.6055249,75.316597,1.9555473,79.810448,1.9931117
SLV,2007,TIMSS,4,science,53.002922,1.4656738,49.617481,1.9021392,56.538212,1.9902887
SRB,2011,TIMSS,4,math,9.7276983,0.97597557,9.5745983,1.2229147,9.893549,1.2702538
SRB,2011,TIMSS,4,science,8.9212532,1.0406356,9.2887821,1.1109601,8.5231304,1.3505558
SRB,2015,TIMSS,4,math,9.4029846,1.2767698,10.997915,2.1369147,7.7062187,1.1049588
SRB,2015,TIMSS,4,science,7.3700666,1.2607466,8.9653492,2.0981426,5.6729317,0.92072535
SVK,2001,PIRLS,4,read,6.0690107,0.76832783,7.358593,1.083153,4.7653913,0.74022377
SVK,2006,PIRLS,4,read,5.6388798,0.85611099,6.2992692,1.0435562,4.9475374,0.96847278
SVK,2007,TIMSS,4,math,11.899781,1.4827688,11.641407,1.6070108,12.17044,1.5877396
SVK,2007,TIMSS,4,science,7.5263557,1.323114,7.4848232,1.4364169,7.5698671,1.4208633
SVK,2011,PIRLS,4,read,4.2471886,0.80139089,4.6637535,0.85829413,3.8164854,0.94367993
SVK,2011,TIMSS,4,math,9.6158743,1.1942142,9.1616631,1.162851,10.082155,1.4867522
SVK,2011,TIMSS,4,science,5.9357939,0.99821103,5.3368988,0.86419249,6.5506039,1.257697
SVK,2015,TIMSS,4,math,11.677593,0.99534494,10.702795,0.98616451,12.713348,1.2283305
SVK,2015,TIMSS,4,science,9.0423765,0.80710912,8.5592031,0.73890769,9.555769,1.1840111
SVK,2016,PIRLS,4,read,6.5542221,1.0742921,7.2182894,1.1380714,5.8626356,1.2799991
SVN,2001,PIRLS,3,read,8.8555279,0.61530179,11.411506,0.90478742,6.3082337,0.90318674
SVN,2003,TIMSS,4,math,16.460079,0.97598433,16.776091,1.454222,16.132498,1.4265405
SVN,2003,TIMSS,4,science,12.870592,0.86833853,13.137472,1.2810327,12.593931,1.0871928
SVN,2006,PIRLS,4,read,5.5670381,0.53235024,7.3024869,0.78440607,3.6989808,0.57431269
SVN,2007,TIMSS,4,math,8.428133,0.57421583,8.7422256,0.81552982,8.1062679,0.78952861
SVN,2007,TIMSS,4,science,7.0285201,0.56847084,7.3080835,0.77871102,6.7420301,0.90849417
SVN,2011,PIRLS,4,read,4.5255718,0.62078571,5.8041992,0.98360926,3.1190336,0.52371973
SVN,2011,TIMSS,4,math,5.6838989,0.55291599,5.2328944,0.83819991,6.1787963,0.65330642
SVN,2011,TIMSS,4,science,6.5564275,0.6022687,6.5575719,0.96564925,6.5551758,0.67585069
SVN,2015,TIMSS,4,math,4.7971368,0.58459079,5.6917372,0.80746311,3.8572252,0.63652343
SVN,2015,TIMSS,4,science,3.0774117,0.52829391,3.7233591,0.68453139,2.3987472,0.49673873
SVN,2016,PIRLS,4,read,3.6808968,0.53306419,4.7779441,0.77452189,2.5654495,0.60392869
SWE,2001,PIRLS,3,read,7.487792,0.77906501,9.5337982,1.0204641,5.4729342,0.97882289
SWE,2001,PIRLS,4,read,1.5469253,0.27038312,2.2101462,0.43191448,0.8495152,0.33271316
SWE,2006,PIRLS,4,read,1.8131733,0.36606768,2.3116469,0.52721274,1.2689471,0.3910636
SWE,2007,TIMSS,4,math,6.8438711,0.72878468,6.7495108,0.97455692,6.9378433,0.74645782
SWE,2007,TIMSS,4,science,5.0173879,0.62992537,5.9747639,0.8924166,4.0639043,0.66370469
SWE,2011,PIRLS,4,read,2.4079859,0.30732781,2.823627,0.60378397,1.9723296,0.43781507
SWE,2011,TIMSS,4,math,6.8255186,0.66225201,6.2955084,0.71912974,7.3842468,1.0678657
SWE,2011,TIMSS,4,science,4.7457991,0.50576478,4.7118545,0.47183457,4.7815857,0.79580218
SWE,2015,TIMSS,4,math,5.319047,0.83516973,5.5016994,1.0051476,5.1332116,0.87829334
SWE,2015,TIMSS,4,science,3.9856672,0.73150969,4.4366417,0.85863799,3.5268188,0.78823185
SWE,2016,PIRLS,4,read,1.9255519,0.34363535,2.5527179,0.51370615,1.2651026,0.36623338
SWZ,2000,SACMEQ,6,read,44.581944,0.88731676,46.661007,1.2783492,42.634846,1.2309904
SWZ,2007,SACMEQ,6,read,27.789646,0.70573658,30.348831,1.0239763,25.235849,0.9683708
SYC,2000,SACMEQ,6,read,31.918848,1.2105047,43.145592,1.8194546,20.716965,1.4888264
SYC,2007,SACMEQ,6,read,32.227211,1.2152201,44.13839,1.8083367,19.809389,1.4812489
TCD,2014,PASEC,6,read,97.023239,1.0696503,96.729866,1.1032287,97.576775,1.3827171
TGO,2014,PASEC,6,read,84.205185,1.3431034,85.461624,1.3619097,82.736534,1.8541555
THA,2011,TIMSS,4,math,22.664696,2.1281633,26.596827,2.6159921,18.647755,2.2966459
THA,2011,TIMSS,4,science,21.918606,2.2077727,24.980206,2.7574646,18.790966,2.1822958
TTO,2006,PIRLS,4,read,35.615604,2.049592,41.375118,2.4944012,29.706251,2.2129352
TTO,2011,PIRLS,4,read,22.001648,1.53605,27.55006,1.7828412,16.21542,1.8782613
TTO,2016,PIRLS,4,read,19.664347,1.2081865,24.237139,1.8311368,15.414506,1.4421468
TUN,2003,TIMSS,4,math,72.038239,1.7093325,72.884499,1.804808,71.131607,1.9640465
TUN,2003,TIMSS,4,science,73.376175,1.6566995,73.886284,1.6395941,72.829681,2.0459373
TUN,2007,TIMSS,4,math,71.941406,1.6240053,74.343254,1.6507013,69.246353,1.8670211
TUN,2007,TIMSS,4,science,68.051147,1.6753207,71.467773,1.6589708,64.21743,2.0605681
TUN,2011,TIMSS,4,math,64.865402,1.7977821,66.140984,2.0697432,63.450321,2.1087053
TUN,2011,TIMSS,4,science,65.12294,1.864795,69.198982,1.9464414,60.601131,2.2392099
TUR,2001,PIRLS,4,read,27.686899,1.3932437,31.711977,1.6420183,23.349072,1.6155143
TUR,2011,TIMSS,4,math,22.71096,1.4758977,23.546577,1.5817109,21.811914,1.7592218
TUR,2011,TIMSS,4,science,24.111366,1.4881957,25.099897,1.6560892,23.047806,1.7765423
TUR,2015,TIMSS,4,math,18.620211,1.1351776,19.177055,1.2473887,18.050539,1.317305
TUR,2015,TIMSS,4,science,17.563826,1.2610571,18.368923,1.6016983,16.740173,1.1888881
TZA,2000,SACMEQ,6,read,36.531818,0.90149391,33.922176,1.2758592,38.920277,1.2695228
TZA,2007,SACMEQ,6,read,22.081942,0.64058274,18.635691,0.85648435,25.410276,0.94441903
UGA,2000,SACMEQ,6,read,68.818695,0.90139711,70.533096,1.1842397,66.681381,1.3851331
UGA,2007,SACMEQ,6,read,69.471252,0.6322276,67.414604,0.91444683,71.470085,0.87258369
UKR,2007,TIMSS,4,math,20.71203,1.1966209,21.345514,1.6098185,20.032537,1.5500822
UKR,2007,TIMSS,4,science,18.296982,1.2976991,20.114595,1.5659266,16.347361,1.5201877
URY,2006,LLECE,6,read,40.873878,0.63528961,45.140965,0.91824281,36.714371,0.88064259
URY,2013,LLECE,6,read,41.42992,1.1075971,46.094734,1.5739495,37.012177,1.5494978
USA,2001,PIRLS,4,read,6.0137033,0.71261132,8.3021402,1.2062554,3.7863612,0.70188975
USA,2003,TIMSS,4,math,6.8601012,0.48761564,6.8768263,0.58089137,6.8432212,0.5741331
USA,2003,TIMSS,4,science,5.8293819,0.51551276,6.0597181,0.67035532,5.5967569,0.51057482
USA,2006,PIRLS,4,read,4.0375891,0.59420907,5.2212534,0.77244908,2.8815627,0.58310485
USA,2007,TIMSS,4,math,4.8383594,0.45081627,4.8516154,0.6599474,4.8255978,0.5561074
USA,2007,TIMSS,4,science,5.9635105,0.58469462,5.9615192,0.58476532,5.9654236,0.75839466
USA,2011,PIRLS,4,read,2.4826407,0.2566421,3.1000614,0.37281439,1.8832505,0.25480449
USA,2011,TIMSS,4,math,3.880775,0.34534007,3.7232935,0.40006772,4.0339947,0.47215903
USA,2011,TIMSS,4,science,4.4143257,0.41684797,4.3479204,0.45966002,4.4789314,0.52310562
USA,2015,TIMSS,4,math,5.2475333,0.47742707,5.2726803,0.5454368,5.2230954,0.53895152
USA,2015,TIMSS,4,science,4.6434879,0.46396503,4.711926,0.54822576,4.5769811,0.52436364
USA,2016,PIRLS,4,read,3.9059222,0.49997839,4.5872688,0.64423883,3.2123566,0.58164537
YEM,2003,TIMSS,4,math,85.263924,1.8807232,84.101448,2.4853797,87.032249,2.1040213
YEM,2003,TIMSS,4,science,80.34536,2.0805411,80.312088,2.5576053,80.395973,2.5660424
YEM,2007,TIMSS,4,math,93.671143,0.80121595,94.13443,0.93271583,93.079765,1.0484591
YEM,2007,TIMSS,4,science,92.199623,1.0533235,93.091461,1.2526989,91.061211,1.245864
YEM,2011,TIMSS,4,math,90.734612,1.0438788,91.072075,1.2305245,90.237213,1.4303855
YEM,2011,TIMSS,4,science,93.501053,0.93797034,94.173454,1.1151803,92.509972,1.1665729
YEM,2011,TIMSS,6,math,68.510002,2.1150005,69.323021,2.5376635,67.396538,2.5769465
YEM,2011,TIMSS,6,science,65.403458,2.1752787,67.63443,2.732419,62.348053,2.8266585
ZAF,2000,SACMEQ,6,read,66.099205,0.84182566,71.352867,1.1505955,61.351257,1.210945
ZAF,2006,PIRLS,5,read,77.796249,1.5598943,80.99263,1.5722252,74.821968,1.793015
ZAF,2007,SACMEQ,6,read,63.024189,0.50688428,67.607071,0.69924706,58.582058,0.72705996
ZAF,2011,PIRLS,5,read,43.303757,2.8226709,48.305756,3.4934118,38.056286,2.8443153
ZAF,2015,TIMSS,5,math,61.353401,1.393459,64.100838,1.6735952,58.367905,1.5606135
ZAF,2016,PIRLS,4,read,77.949295,1.5059417,83.785751,1.4696281,71.626122,1.7211434
ZAF,2016,PIRLS,5,read,48.924404,2.5146596,54.991867,2.6292465,42.983532,2.7196932
ZMB,2000,SACMEQ,6,read,82.757141,0.73941302,83.873177,1.0005949,81.572563,1.0931109
ZMB,2007,SACMEQ,6,read,87.565964,0.6133728,86.795685,0.88058209,88.376846,0.85202634
ZWE,2007,SACMEQ,6,read,57.897732,0.89842135,60.068321,1.3500617,56.220715,1.2021958
